strain,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_stable_ID,Gene_name,Gene_description,NCBI_gene_ID
N2,1.18661036484327,0.344411793089254,3.44532443038547,5.70374361004398e-4,0.00879307511098801,WBGene00003610,nhr-11,Nuclear_hormone_receptor_family_member_nhr-11,177724
N2,1.18509307819167,0.169919382862466,6.97444316373778,3.07084658221927e-12,7.04866413174517e-10,WBGene00194713,F19B10.13,?,13184428
N2,1.18257794195123,0.396739515247394,2.98074151049414,0.0028755139880332,0.0307823460541081,WBGene00012034,T26C5.4,?,188916
N2,1.18182537316323,0.394292364903572,2.99733263526991,0.00272353359577381,0.0295074386281971,WBGene00003602,nhr-3,Nuclear_hormone_receptor_family_member_nhr-3,181551
N2,1.18103590316018,0.368224462409509,3.20738034467337,0.00133949770442163,0.0168418373791611,WBGene00008454,E02A10.4,?,259342
N2,1.17819182234808,0.188227049338442,6.25941822118049,3.8641630345794e-10,4.4348010641045e-8,WBGene00009957,F53B2.8,?,178203
N2,1.17756010523292,0.234799297665388,5.01517728946133,5.29845861015906e-7,2.51422050395529e-5,WBGene00001163,efn-2,Eph(F)riN,177949
N2,1.1708068881574,0.305219168831571,3.83595464413144,1.250774912501e-4,0.00255593134293682,WBGene00045272,F59C12.4,?,6418857
N2,1.17076624236903,0.244112151458312,4.79601787692639,1.6185084251928e-6,6.60110667630287e-5,WBGene00007913,cyp-36A1,Probable_cytochrome_P450_CYP36A1,183193
N2,1.15807472732147,0.307836568105999,3.76197907365802,1.68574155136523e-4,0.00328819547667487,WBGene00007453,fbxa-98,F-box_A_protein,182421
N2,1.15544292744633,0.298760646407776,3.86745356638865,1.09977760946983e-4,0.00232935729731056,WBGene00001064,dpy-2,Cuticle_collagen_dpy-2,174107
N2,1.15535229580182,0.40676670858853903,2.84033150060594,0.00450666743822674,0.043480750357085,WBGene00009804,F47B8.3,?,185896
N2,1.15300819771735,0.180781032704836,6.37792682377186,1.7950123845368e-10,2.33115424149714e-8,WBGene00006408,tag-18,?,180662
N2,1.15098764853391,0.317273799446029,3.62774250676726,2.85910187914346e-4,0.00499457266321168,WBGene00010904,ugt-62,UDP-glucuronosyltransferase,175591
N2,1.14640760420076,0.215465902996099,5.32059870383074,1.03426316283654e-7,5.86676863057277e-6,WBGene00006820,unc-89,Muscle_M-line_assembly_protein_unc-89,171990
N2,1.14491394332771,0.287647183569928,3.98027169645267,6.88365473252644e-5,0.00159862758141261,WBGene00020760,T24C4.4,?,188845
N2,1.14100274330773,0.233976823047636,4.87656310760074,1.07950162811907e-6,4.63247003023271e-5,WBGene00011103,R07E3.2,?,187676
N2,1.14014627331809,0.360692117479852,3.16099581350508,0.00157230758303857,0.019017985103665,WBGene00011763,T14B1.1,?,181181
N2,1.13459193249161,0.204570758126667,5.54620779079819,2.91931866245335e-8,1.89563652621149e-6,WBGene00003530,nas-11,Zinc_metalloproteinase_nas-11,180938
N2,1.13443180910186,0.235146895695402,4.8243537544776,1.40457932363163e-6,5.77633246843506e-5,WBGene00007652,C17G1.5,?,181207
N2,1.13429678697945,0.295797129517695,3.83471194879054,1.25711531236612e-4,0.00256358019277968,WBGene00021415,nsy-4,Neuronal_SYmmetry,177019
N2,1.13010615932723,0.261336987892796,4.32432534115996,1.52999363997961e-5,4.3518839269737e-4,WBGene00003847,blmp-1,B_lymphocyte-induced_maturation_protein_1_homolog,172917
N2,1.12506870223796,0.360927416165455,3.11716054765484,0.00182602100281301,0.021506953815948,WBGene00007315,C04H5.7,?,175115
N2,1.12392319301815,0.193574290341178,5.80615943903096,6.39220948872415e-9,4.85316212720826e-7,WBGene00003769,nlp-31,Neuropeptide-like_protein_31_QWGYGGY-amide_GYGGYGGY-amide_GYGGY-amide_GMYGGY-amide_PYGGYGW-amide,178804
N2,1.12114063633223,0.400496284940011,2.79937836751761,0.00512011023330853,0.0484520498588257,WBGene00020373,gpx-6,Glutathione_peroxidase,188313
N2,1.11650066109962,0.276098887005833,4.04384339686247,5.25820479714259e-5,0.0012720216016617,WBGene00003408,mrp-2,Multidrug_resistance_related_protein_2,180408
N2,1.11050008157752,0.241029495669414,4.60732027212401,4.07891497489169e-6,1.48010627949195e-4,WBGene00045268,ttr-42,TransThyretin-Related_family_domain,6418853
N2,1.10850631934624,0.294780630533479,3.76044490216378,1.69611430983626e-4,0.00330190300553923,WBGene00003517,nac-1,Sodium-dependent_low-affinity_dicarboxylate_transporter_1,181585
N2,1.10187071507824,0.302873245395983,3.63805893002412,2.74700579337879e-4,0.00483296741188032,WBGene00014206,nit-1,NITrilase,191515
N2,1.09984803875199,0.371961751098995,2.95688477512106,0.00310764224685905,0.0327567592725243,WBGene00016492,C37A2.6,Methyltransferase-like_protein_20_homolog,183284
N2,1.09704901330873,0.285272209967309,3.84562174294668,1.20247142142101e-4,0.00249860903777375,WBGene00004219,ptr-4,PaTched_Related_family,180876
N2,1.0956605823694,0.383978326415359,2.85344381959776,0.00432481741161637,0.0421174420450447,WBGene00022441,Y110A2AL.4,?,173630
N2,1.09546188524609,0.300799358452158,3.64183584327799,2.70700677602269e-4,0.00478820015758853,WBGene00018470,F45E4.5,?,185796
N2,1.09475352671175,0.28201048833969,3.88196032408938,1.0361778603495e-4,0.00222812101996722,WBGene00019160,H05L03.3,?,180857
N2,1.09345672075618,0.369826209385111,2.95667719866098,0.00310973489750307,0.0327567592725243,WBGene00000969,dhs-5,Uncharacterized_oxidoreductase_dhs-5,173930
N2,1.09314698313945,0.238634614465862,4.5808399824403,4.63112093930202e-6,1.6278350330769e-4,WBGene00008476,E03H4.8,?,184023
N2,1.09004277145149,0.272691957776438,3.99734110363878,6.40579622485485e-5,0.00149468578579947,WBGene00015110,B0281.3,?,181897
N2,1.08458394577051,0.299877143329327,3.61676096327025,2.98312550836143e-4,0.00514983399497623,WBGene00009982,F53F1.4,?,179822
N2,1.08092175368267,0.253191904886979,4.26917975187706,1.9619311602365e-5,5.42416261947739e-4,WBGene00020938,clec-218,C-type_LECtin,189114
N2,1.07832753198988,0.159946800122953,6.74178871450358,1.5644848058883e-11,2.85953056187362e-9,WBGene00004469,rps-0,40S_ribosomal_protein_SA,175628
N2,1.07758732509695,0.336479198635957,3.20253771842463,0.00136222459830927,0.0170623817072494,WBGene00001772,gst-24,Glutathione_S-Transferase,185407
N2,1.07341935072065,0.290748243427363,3.69192032965393,2.22567191204998e-4,0.00409076010650527,WBGene00009889,F49E11.2,?,186046
N2,1.07010878493427,0.233005837812259,4.59262649803865,4.3770202979499e-6,1.57668577886006e-4,WBGene00011672,cyp-13A5,Putative_cytochrome_P450_CYP13A5,188356
N2,1.06952701587793,0.264548296132226,4.04284220127187,5.28071613606672e-5,0.00127434396730999,WBGene00002039,hum-6,Unconventional_myosin_heavy_chain_6,180539
N2,1.06940467645966,0.333403139202903,3.20754231353784,0.00133874365043199,0.0168418373791611,WBGene00009595,F40F12.7,?,176402
N2,1.06501286829125,0.150256994232576,7.08794205375072,1.36120939440692e-12,3.83861049222753e-10,WBGene00013392,Y62H9A.4,?,190461
N2,1.06443589898369,0.354093756839636,3.00608490949971,0.00264635089918897,0.0288932338218973,WBGene00008228,C50B8.6,?,3565404
N2,1.05975930409521,0.307046689796472,3.45145979198695,5.57562825841064e-4,0.00863916026852638,WBGene00020143,T01C8.2,?,181725
N2,1.05938455669173,0.254658719749766,4.16001681675265,3.18224162686208e-5,8.20071145094745e-4,WBGene00020047,ttr-32,TransThyretin-Related_family_domain,187854
N2,1.05886722371349,0.284823233773808,3.71762938607173,2.01100997976557e-4,0.00377596719641955,WBGene00009434,F35E12.10,?,179868
N2,1.05880345030095,0.168558874223295,6.28150523180594,3.35310514471333e-10,3.9873672022073e-8,WBGene00009620,fip-5,Fungus-Induced_Protein,181237
N2,1.05471524481086,0.334236376185706,3.15559681698095,0.00160170098207802,0.0193025502968377,WBGene00016907,C53H9.2,?,171749
N2,1.05425397108755,0.147207893473892,7.16166739574007,7.97016107659009e-13,2.31369087723365e-10,WBGene00006942,wrk-1,Wrapper/Rega-1/Klingon_homolog,181093
N2,1.04929337350106,0.202413037991497,5.18392186547359,2.17267983675038e-7,1.1346216925252e-5,WBGene00014836,T09F5.12,?,13216835
N2,1.04776182935841,0.247337094151371,4.23616939850183,2.27365273709547e-5,6.19915815335147e-4,WBGene00003767,nlp-29,Neuropeptide-like_protein_29_QWGYGGY-amide_GYGGYGGY-amide_GMYGGY-amide_GMYGGW-amide,178805
N2,1.0460632592011,0.342585578965182,3.05343634825743,0.002262367108347,0.025403371284852,WBGene00043995,F40F12.9,?,259311
N2,1.0384368162492,0.255423340348883,4.06555178094062,4.79189530895142e-5,0.00117945153863717,WBGene00012107,T27F6.8,?,189005
N2,1.03771316329503,0.330425845910725,3.14053266757892,0.00168640898413023,0.0201755838465035,WBGene00020200,T04A6.1,?,188035
N2,1.03606786164966,0.308539895212571,3.35797048526207,7.85169963981815e-4,0.0113965110948537,WBGene00010454,K01B6.3,?,176309
N2,1.03164010950184,0.189560605814118,5.44227058713591,5.26056861321487e-8,3.26552278065602e-6,WBGene00004422,rpl-11.1,60S_ribosomal_protein_L11,178778
N2,1.03017322222321,0.35165955369048,2.92946178032727,0.00339549567264761,0.0351040361102738,WBGene00014826,R13H4.2,?,6418761
N2,1.02482335288635,0.215517917860406,4.75516543153569,1.98283980907482e-6,7.89138262724536e-5,WBGene00000522,clc-1,CLaudin-like_in_Caenorhabditis,181293
N2,1.0244823985318,0.193507972844234,5.2942645384253,1.19496346525012e-7,6.62600528203295e-6,WBGene00001075,dpy-14,DumPY:_shorter_than_wild-type,172410
N2,1.02398342481028,0.278540763280015,3.67624261796423,2.36694427590342e-4,0.0042640798305278,WBGene00016425,C34H4.2,?,183220
N2,1.02091206221757,0.348955517436011,2.92562235358489,0.00343767964593456,0.0353804985457498,WBGene00006870,vab-3,Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3;Uncharacterized_protein;_Variable_abnormal-3,181251
N2,1.020247698967,0.257138265797616,3.96770078464324,7.25693657705052e-5,0.00166960289080393,WBGene00012668,Y39B6A.5,?,180260
N2,1.01596625104088,0.239582427734972,4.24057081583943,2.22952079487006e-5,6.11260284593541e-4,WBGene00001631,gly-6,Probable_N-acetylgalactosaminyltransferase_6,175558
N2,1.01140333805812,0.220668421177848,4.58336237083499,4.57558084731765e-6,1.61867322448119e-4,WBGene00021253,Y22D7AL.15,?,189508
N2,1.00822101241999,0.333607575961891,3.0221766082889,0.00250964080610892,0.0276452620047935,WBGene00018702,F52E4.5,?,180595
N2,1.00397362623292,0.278272360760152,3.60788122647316,3.08707744811989e-4,0.00527153190535351,WBGene00007925,C34C12.6,CRAL-TRIO_domain-containing_protein_C34C12.6,175452
N2,1.00262099199643,0.230805793222402,4.34400271326947,1.39909785597344e-5,4.03774732118652e-4,WBGene00011460,ttr-14,TransThyretin-Related_family_domain,181272
N2,1.00226130252952,0.31276567080083,3.20451186334885,0.00135291714749363,0.0169673344927092,WBGene00001170,egl-1,Programmed_cell_death_activator_egl-1,179943
N2,1.00016778645254,0.297969563673161,3.35661056828479,7.89041644011384e-4,0.0114358899065967,WBGene00004796,sid-2,Systemic_RNA_interference_defective_protein_2,176805
